Region,PA,N,Month,Season,Year,ID,Act_score,Impact_sco,ImpactS_t1,ImpactS_t2,ImpactS_t3,ImpactS_t4,ImpactS_t5,Area,PercentBLW,Fal,Roe,Red,CWD,Mun,Sik,FCNE
East Midlands,East Midlands,1,3,Spring,2015,835,4,4,NA,4,NA,3,NA,43.26796894,0.99,1,1,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2017,835,3,4,NA,3,NA,NA,NA,43.26796894,0.99,1,1,0,0,1,0,1
East Midlands,East Midlands,1,4,Spring,2019,835,3,3,NA,NA,NA,NA,NA,43.26796894,0.99,1,0,0,0,1,0,1
Yorkshire and The Humber,NA,1,3,Spring,2015,7372,5,5,NA,NA,NA,NA,NA,44.0779908,0.69,1,1,0,0,0,0,0
Wales,NA,1,3,Spring,2016,7100,5,3,NA,NA,NA,NA,NA,44.19111728,0.76,1,1,0,0,0,0,0
East Midlands,NA,1,3,Spring,2015,2087,4,1,NA,NA,5,5,NA,44.23154058,1.00,1,1,1,0,1,0,0
East Midlands,NA,1,3,Spring,2018,2087,5,5,5,NA,NA,NA,NA,44.23154058,1.00,1,0,0,0,1,0,0
East Midlands,NA,1,3,Spring,2019,2087,3,5,NA,NA,NA,NA,NA,44.23154058,1.00,1,0,0,0,1,0,0
North West,Cumbria,1,5,Spring,2018,2536,2,2,2,NA,NA,NA,NA,44.27877776,0.76,0,0,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2536,2,2,NA,NA,NA,NA,NA,44.27877776,0.76,0,0,1,0,0,0,1
East of England,NA,1,12,Autumn,2017,2036,4,4,NA,NA,NA,NA,NA,44.49924443,0.98,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,2036,3,3,NA,NA,NA,NA,NA,44.49924443,0.98,0,1,0,1,1,0,0
South East,Oxford,1,4,Spring,2019,3332,2,2,NA,NA,NA,NA,NA,44.52700288,0.97,1,1,0,0,1,0,1
East of England,NA,1,3,Spring,2013,7437,3,5,3,NA,NA,NA,NA,44.94077756,0.92,0,1,1,1,1,0,0
East of England,NA,1,3,Spring,2014,7437,3,3,NA,NA,NA,NA,NA,44.94077756,0.92,0,1,1,1,1,0,0
North West,Cumbria,1,3,Spring,2015,2542,5,5,NA,NA,2,NA,NA,45.03586589,0.72,0,1,1,0,0,0,1
North West,Cumbria,1,6,Spring,2018,2542,2,2,NA,NA,NA,NA,NA,45.03586589,0.72,0,1,0,0,0,0,1
East of England,NA,1,3,Spring,2015,7195,3,4,NA,NA,NA,NA,NA,45.15097032,0.99,1,1,1,0,1,0,0
Wales,NA,1,3,Spring,2015,7298,1,1,NA,NA,NA,NA,NA,45.16352144,0.47,1,1,1,1,1,0,0
East Midlands,East Midlands,1,4,Spring,2018,2735,5,5,5,NA,NA,NA,NA,45.39260499,0.93,1,0,0,0,1,0,1
East Midlands,East Midlands,1,4,Spring,2019,2735,5,5,NA,NA,NA,NA,NA,45.39260499,0.93,1,1,0,0,1,0,1
East Midlands,East Midlands,1,4,Spring,2018,923,3,3,3,NA,NA,NA,NA,45.7690602,0.94,1,0,0,0,1,0,1
East Midlands,East Midlands,1,5,Spring,2019,923,3,3,NA,NA,NA,NA,NA,45.7690602,0.94,1,0,0,0,1,0,1
North West,NA,1,3,Spring,2015,7404,4,4,NA,NA,NA,NA,NA,46.12714222,0.80,1,1,0,0,1,0,0
South East,Oxford,1,4,Spring,2019,3331,2,2,NA,NA,NA,NA,NA,46.95220751,0.74,1,1,0,0,1,0,1
Wales,NA,1,3,Spring,2015,7452,5,5,NA,NA,NA,NA,NA,47.03244047,0.20,1,1,1,1,1,0,0
South West,NA,1,8,Spring,2018,3061,3,3,NA,NA,NA,NA,NA,47.47584578,0.93,0,1,0,0,1,0,0
North West,Cumbria,1,9,Autumn,2013,7222,3,4,NA,NA,NA,NA,NA,47.93687075,0.54,0,1,1,0,0,0,1
North West,Cumbria,1,3,Spring,2013,7222,3,5,NA,NA,NA,NA,NA,47.93687075,0.54,0,1,1,0,0,0,1
South East,Oxford,1,5,Spring,2016,2670,3,4,NA,4,4,NA,NA,47.95666805,0.88,1,1,1,0,1,1,1
South East,Oxford,1,4,Spring,2018,2670,3,4,4,NA,NA,NA,NA,47.95666805,0.88,1,1,0,0,1,1,1
South East,Oxford,1,4,Spring,2019,2670,3,4,NA,NA,NA,NA,NA,47.95666805,0.88,1,1,0,0,1,1,1
South East,Oxford,1,4,Spring,2019,3330,4,3,NA,NA,NA,NA,NA,48.30035937,0.69,1,1,0,0,1,0,1
East of England,NA,1,3,Spring,2015,7159,1,1,NA,NA,NA,NA,NA,48.43364813,0.99,1,1,0,1,1,0,0
South West,NA,1,5,Spring,2018,7646,0,0,NA,NA,NA,NA,NA,48.71596854,0.95,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7180,3,3,NA,NA,NA,NA,NA,48.71943413,0.99,1,1,0,0,1,0,0
South East,Oxford,1,9,Autumn,2014,2434,0,1,NA,NA,NA,NA,NA,48.85450329,0.95,1,1,0,1,1,0,1
South East,Oxford,1,3,Spring,2015,2434,3,3,NA,NA,NA,NA,NA,48.85450329,0.95,1,1,0,1,1,0,1
North West,Cumbria,1,3,Spring,2015,2481,3,3,NA,3,1,3,NA,48.86897538,0.97,0,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2017,2481,3,3,1,3,NA,NA,NA,48.86897538,0.97,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2481,1,1,3,NA,NA,NA,NA,48.86897538,0.97,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2481,3,3,NA,NA,NA,NA,NA,48.86897538,0.97,0,1,1,0,0,1,1
East of England,NA,1,3,Spring,2012,7366,1,5,3,3,3,NA,NA,48.9676693,0.46,0,1,1,1,1,0,0
East of England,NA,1,3,Spring,2013,7366,3,3,3,3,NA,NA,NA,48.9676693,0.46,0,1,1,1,1,0,0
East of England,NA,1,3,Spring,2014,7366,1,3,3,NA,NA,NA,NA,48.9676693,0.46,0,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7366,3,3,NA,NA,NA,NA,NA,48.9676693,0.46,0,1,1,1,1,0,0
East of England,NA,1,9,Autumn,2011,7070,0,1,NA,NA,3,NA,NA,49.07569076,0.36,1,1,1,0,1,0,0
East of England,NA,1,9,Autumn,2014,7070,0,3,NA,NA,NA,NA,NA,49.07569076,0.36,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2009,7070,5,1,NA,0,NA,3,5,49.07569076,0.36,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2011,7070,5,NA,NA,3,5,NA,NA,49.07569076,0.36,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2013,7070,5,3,5,NA,NA,NA,NA,49.07569076,0.36,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7070,3,5,NA,NA,NA,NA,NA,49.07569076,0.36,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7070,3,NA,NA,NA,NA,NA,NA,49.07569076,0.36,1,1,1,1,1,0,0
South East,Oxford,1,4,Spring,2019,3338,3,3,NA,NA,NA,NA,NA,49.32317029,0.94,1,1,0,0,1,0,1
East of England,NA,1,9,Autumn,2015,7005,3,3,NA,NA,NA,NA,NA,49.70897152,0.96,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7005,3,2,3,NA,NA,NA,NA,49.70897152,0.96,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2016,7005,3,3,NA,NA,NA,NA,NA,49.70897152,0.96,1,1,1,0,1,0,0
East of England,Suffolk,1,11,Autumn,2018,1146,3,3,NA,NA,NA,NA,NA,49.71498664,0.59,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,1146,3,5,5,3,NA,NA,NA,49.71498664,0.59,0,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,1146,3,5,3,NA,NA,NA,NA,49.71498664,0.59,0,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,1146,3,3,NA,NA,NA,NA,3,49.71498664,0.59,1,1,1,0,1,0,1
East of England,Suffolk,1,4,Spring,2019,1146,3,3,NA,NA,NA,NA,NA,49.71498664,0.59,1,1,0,0,1,0,1
North West,Cumbria,1,6,Spring,2017,2551,4,3,3,3,NA,NA,NA,49.83031023,0.52,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2551,4,3,3,NA,NA,NA,NA,49.83031023,0.52,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2551,3,3,NA,NA,NA,NA,NA,49.83031023,0.52,0,1,1,0,0,1,1
South West,NA,1,5,Spring,2018,4215,1,1,4,NA,NA,NA,NA,49.97031172,0.49,0,1,0,0,1,0,0
South West,NA,1,2,Spring,2019,4215,0,4,NA,NA,NA,NA,NA,49.97031172,0.49,0,1,0,0,1,0,0
South East,Oxford,1,3,Spring,2015,2616,4,4,3,5,5,5,NA,50.59181596,0.92,1,1,0,0,1,0,1
South East,Oxford,1,3,Spring,2016,2616,1,3,5,5,5,NA,NA,50.59181596,0.92,1,1,0,0,1,0,1
South East,Oxford,1,3,Spring,2017,2616,5,5,5,5,NA,NA,NA,50.59181596,0.92,1,1,0,0,1,0,1
South East,Oxford,1,3,Spring,2018,2616,5,5,5,NA,NA,NA,NA,50.59181596,0.92,1,1,0,0,1,0,1
South East,Oxford,1,3,Spring,2019,2616,5,5,NA,NA,NA,NA,NA,50.59181596,0.92,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,870,1,1,3,NA,NA,NA,NA,50.64904364,0.71,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,870,3,3,NA,NA,NA,NA,NA,50.64904364,0.71,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2010,3300,5,1,5,5,3,5,NA,50.73357877,0.30,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,3300,5,5,5,3,5,NA,NA,50.73357877,0.30,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,3300,5,5,3,5,NA,NA,NA,50.73357877,0.30,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,3300,5,3,5,NA,NA,NA,NA,50.73357877,0.30,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,3300,5,5,NA,NA,NA,NA,5,50.73357877,0.30,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,3300,5,5,NA,NA,NA,NA,NA,50.73357877,0.30,1,0,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2015,841,5,4,NA,NA,5,5,NA,51.74821509,0.91,1,1,0,0,1,1,1
East Midlands,East Midlands,1,5,Spring,2018,841,5,5,5,NA,NA,NA,NA,51.74821509,0.91,1,0,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2019,841,5,5,NA,NA,NA,NA,NA,51.74821509,0.91,1,1,0,0,1,1,1
East of England,NA,1,3,Spring,2015,7002,3,3,NA,NA,NA,NA,NA,51.81633022,0.54,0,1,1,1,1,0,0
South East,Oxford,1,4,Spring,2016,2676,3,3,NA,3,NA,NA,NA,52.11457685,0.91,1,1,0,0,1,1,1
South East,Oxford,1,4,Spring,2018,2676,3,3,NA,NA,NA,NA,NA,52.11457685,0.91,1,1,0,0,1,1,1
Yorkshire and The Humber,NA,1,3,Spring,2015,1957,5,5,NA,NA,1,1,NA,52.11536253,0.80,0,1,1,0,0,0,0
Yorkshire and The Humber,NA,1,5,Spring,2018,1957,1,1,1,NA,NA,NA,NA,52.11536253,0.80,0,1,0,0,0,0,0
Yorkshire and The Humber,NA,1,5,Spring,2019,1957,1,1,NA,NA,NA,NA,NA,52.11536253,0.80,0,1,0,0,0,0,0
South East,NA,1,3,Spring,2014,7339,2,2,NA,NA,NA,NA,NA,52.16923017,0.67,1,1,0,0,1,1,0
East of England,NA,1,3,Spring,2015,7623,5,5,NA,NA,NA,NA,NA,52.45154891,0.76,1,1,0,0,1,1,0
East Midlands,East Midlands,1,9,Autumn,2016,958,5,5,NA,NA,NA,NA,NA,52.53741481,0.99,1,1,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2017,958,5,5,NA,NA,NA,NA,NA,52.53741481,0.99,1,1,0,0,1,0,1
South East,NA,1,3,Spring,2015,7483,5,5,5,NA,NA,NA,NA,52.66951479,0.62,1,1,0,0,1,0,0
South East,NA,1,3,Spring,2016,7483,5,5,NA,NA,NA,NA,NA,52.66951479,0.62,1,1,0,0,1,0,0
Wales,NA,1,9,Autumn,2014,7013,0,5,NA,NA,NA,NA,NA,52.85908645,0.87,1,1,1,1,1,0,0
Wales,NA,1,3,Spring,2015,7013,5,5,NA,NA,NA,NA,NA,52.85908645,0.87,1,1,1,1,1,0,0
East of England,NA,1,9,Autumn,2016,7168,3,4,NA,NA,NA,NA,NA,53.12177401,0.03,1,1,1,1,1,0,0
North West,Cumbria,1,5,Spring,2017,2539,2,2,1,1,NA,NA,NA,53.32786306,0.46,1,1,1,0,0,1,1
North West,Cumbria,1,4,Spring,2018,2539,1,1,1,NA,NA,NA,NA,53.32786306,0.46,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2539,3,1,NA,NA,NA,NA,NA,53.32786306,0.46,1,1,1,0,0,1,1
North West,Cumbria,1,6,Spring,2017,2579,3,3,1,1,NA,NA,NA,53.63375892,0.00,0,1,1,0,0,1,1
North West,Cumbria,1,4,Spring,2018,2579,1,1,1,NA,NA,NA,NA,53.63375892,0.00,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2579,3,1,NA,NA,NA,NA,NA,53.63375892,0.00,0,1,1,0,0,1,1
North West,Cumbria,1,3,Spring,2019,2556,1,1,NA,NA,NA,NA,NA,53.8273094,0.00,0,0,1,0,0,0,1
East Midlands,East Midlands,1,9,Autumn,2016,914,5,5,NA,5,NA,NA,NA,54.04069292,0.99,1,1,0,0,1,1,1
East Midlands,East Midlands,1,2,Autumn,2018,914,5,5,NA,NA,NA,NA,NA,54.04069292,0.99,0,0,1,0,1,1,1
East Midlands,East Midlands,1,3,Spring,2019,914,5,5,NA,NA,NA,NA,NA,54.04069292,0.99,0,0,0,0,1,1,1
East of England,NA,1,3,Spring,2015,7330,0,5,NA,NA,NA,NA,NA,54.13299173,0.69,1,1,1,0,1,0,0
East of England,NA,1,9,Autumn,2015,7457,3,3,NA,NA,NA,NA,NA,54.22916451,0.99,1,1,0,1,1,0,0
East of England,NA,1,3,Spring,2015,7457,3,3,NA,NA,NA,NA,NA,54.22916451,0.99,1,1,0,1,1,0,0
East Midlands,NA,1,11,Autumn,2017,2416,3,3,NA,NA,NA,NA,NA,54.25252449,0.49,1,0,0,0,1,0,0
East Midlands,NA,1,3,Spring,2015,2416,3,3,NA,NA,NA,5,NA,54.25252449,0.49,1,1,1,0,1,0,0
East Midlands,NA,1,5,Spring,2019,2416,4,5,NA,NA,NA,NA,NA,54.25252449,0.49,1,0,0,0,1,0,0
East Midlands,NA,1,3,Spring,2015,7402,3,3,NA,NA,NA,NA,NA,54.52867811,0.92,1,1,1,0,1,0,0
South East,NA,1,3,Spring,2015,7574,5,5,NA,NA,NA,NA,NA,54.62957816,0.92,1,1,0,0,1,1,0
North West,NA,1,3,Spring,2015,4250,3,3,NA,NA,NA,2,NA,54.89727407,0.96,0,1,0,0,0,0,0
North West,NA,1,4,Spring,2019,4250,1,2,NA,NA,NA,NA,NA,54.89727407,0.96,0,1,0,0,0,0,0
East Midlands,East Midlands,1,4,Spring,2018,916,5,5,NA,NA,NA,NA,NA,55.06248486,0.97,1,0,0,0,1,0,1
South East,NA,1,3,Spring,2015,7575,5,5,NA,NA,NA,NA,NA,55.28158703,0.96,1,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2012,7143,3,NA,NA,NA,NA,NA,NA,55.87479073,0.98,0,0,0,0,1,0,0
East of England,NA,1,9,Autumn,2013,7143,5,NA,NA,NA,NA,NA,NA,55.87479073,0.98,0,0,0,0,1,0,0
East of England,NA,1,3,Spring,2012,7143,0,5,3,NA,3,NA,NA,55.87479073,0.98,0,0,0,0,1,0,0
East of England,NA,1,3,Spring,2013,7143,0,3,NA,3,NA,NA,NA,55.87479073,0.98,0,0,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7143,3,3,NA,NA,NA,NA,NA,55.87479073,0.98,1,1,0,1,1,0,0
North West,Cumbria,1,5,Spring,2017,2547,1,1,1,3,NA,NA,NA,55.91323415,0.05,1,1,1,0,0,1,1
North West,Cumbria,1,4,Spring,2018,2547,2,1,3,NA,NA,NA,NA,55.91323415,0.05,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2547,3,3,NA,NA,NA,NA,NA,55.91323415,0.05,1,1,1,0,0,1,1
East of England,Suffolk,1,9,Autumn,2016,534,2,3,NA,NA,NA,NA,NA,56.0249604,0.99,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,534,3,3,NA,NA,NA,NA,NA,56.0249604,0.99,1,1,1,0,1,0,1
East Midlands,NA,1,3,Spring,2013,7256,1,5,NA,NA,NA,NA,NA,56.2157546,0.95,1,0,0,0,1,0,0
East of England,Suffolk,1,3,Spring,2018,339,5,5,3,NA,NA,NA,NA,56.80691113,0.29,1,1,0,0,1,0,1
East of England,Suffolk,1,4,Spring,2019,339,4,3,NA,NA,NA,NA,NA,56.80691113,0.29,1,1,0,0,1,0,1
Wales,NA,1,3,Spring,2015,7316,3,3,NA,NA,NA,NA,NA,56.86682503,0.36,1,1,1,1,1,0,0
East Midlands,NA,1,3,Spring,2015,7442,3,1,1,NA,NA,NA,NA,57.18972479,0.91,1,1,0,0,1,0,0
East Midlands,NA,1,3,Spring,2016,7442,4,1,NA,NA,NA,NA,NA,57.18972479,0.91,1,1,0,0,1,0,0
South West,West Midlands,1,12,Autumn,2017,2628,0,NA,NA,NA,NA,NA,NA,57.27014377,0.86,1,1,1,1,1,0,1
South West,West Midlands,1,4,Spring,2016,2628,3,3,NA,5,3,NA,NA,57.27014377,0.86,1,1,1,1,1,0,1
South West,West Midlands,1,5,Spring,2018,2628,5,5,3,NA,NA,NA,NA,57.27014377,0.86,1,0,0,0,1,0,1
South West,West Midlands,1,6,Spring,2019,2628,3,3,NA,NA,NA,NA,NA,57.27014377,0.86,1,1,1,1,1,0,1
South West,NA,1,8,Spring,2018,3062,1,1,NA,NA,NA,NA,NA,57.46887081,0.68,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2013,7303,5,5,NA,NA,NA,NA,NA,57.57874379,0.93,1,1,0,0,1,0,0
West Midlands,West Midlands,1,6,Spring,2018,2810,1,1,1,NA,NA,NA,NA,57.65647688,0.80,1,1,0,0,1,0,1
West Midlands,West Midlands,1,6,Spring,2019,2810,1,1,NA,NA,NA,NA,NA,57.65647688,0.80,1,1,0,0,1,0,1
Wales,NA,1,9,Autumn,2014,7124,0,5,NA,NA,NA,NA,NA,58.04910952,0.72,1,1,1,1,1,0,0
Wales,NA,1,3,Spring,2015,7124,3,5,NA,NA,NA,NA,NA,58.04910952,0.72,1,1,1,1,1,0,0
South East,Oxford,1,4,Spring,2018,2711,3,3,3,NA,NA,NA,NA,58.74096029,0.69,1,1,0,0,1,0,1
South East,Oxford,1,4,Spring,2019,2711,3,3,NA,NA,NA,NA,NA,58.74096029,0.69,1,1,0,0,1,0,1
North West,Cumbria,1,4,Spring,2017,2563,4,4,1,3,NA,NA,NA,58.76981434,0.00,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2563,2,1,3,NA,NA,NA,NA,58.76981434,0.00,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2563,3,3,NA,NA,NA,NA,NA,58.76981434,0.00,0,1,1,0,0,1,1
East of England,NA,1,9,Autumn,2016,7460,5,5,NA,NA,NA,NA,NA,59.34734315,0.78,1,1,1,0,1,0,0
South East,Oxford,1,3,Spring,2015,2617,5,5,5,5,5,5,NA,59.4995815,0.97,1,1,0,0,1,0,1
South East,Oxford,1,3,Spring,2016,2617,5,5,5,5,5,NA,NA,59.4995815,0.97,1,1,0,0,1,0,1
South East,Oxford,1,3,Spring,2017,2617,5,5,5,5,NA,NA,NA,59.4995815,0.97,1,1,0,0,1,0,1
South East,Oxford,1,3,Spring,2018,2617,5,5,5,NA,NA,NA,NA,59.4995815,0.97,1,1,0,0,1,0,1
South East,Oxford,1,3,Spring,2019,2617,5,5,NA,NA,NA,NA,NA,59.4995815,0.97,1,1,0,0,1,0,1
East of England,NA,1,3,Spring,2014,7176,4,4,3,4,NA,3,NA,59.55220856,0.98,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7176,3,3,3,NA,3,NA,NA,59.55220856,0.98,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2016,7176,5,4,NA,3,NA,NA,NA,59.55220856,0.98,1,1,1,0,1,0,0
East of England,NA,1,4,Spring,2018,7176,4,3,NA,NA,NA,NA,NA,59.55220856,0.98,1,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,7477,1,1,NA,NA,NA,NA,NA,59.59704948,0.42,1,1,0,0,1,0,0
South West,NA,1,8,Spring,2018,3058,2,2,NA,NA,NA,NA,NA,59.74361484,1.00,0,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,7313,5,5,NA,NA,NA,NA,NA,60.25856579,0.60,1,1,1,0,1,0,0
South East,NA,1,3,Spring,2015,7576,5,5,NA,NA,NA,NA,NA,60.40720886,1.00,1,1,0,0,1,0,0
North West,Cumbria,1,9,Autumn,2013,2544,2,2,NA,NA,NA,NA,NA,60.57175974,0.77,0,1,0,0,0,0,1
North West,Cumbria,1,3,Spring,2013,2544,3,3,1,5,NA,NA,1,60.57175974,0.77,0,1,0,0,0,0,1
North West,Cumbria,1,3,Spring,2014,2544,1,1,5,NA,NA,1,1,60.57175974,0.77,0,1,1,0,0,1,1
North West,Cumbria,1,3,Spring,2015,2544,5,5,NA,NA,1,1,NA,60.57175974,0.77,0,1,1,0,0,1,1
North West,Cumbria,1,4,Spring,2018,2544,1,1,1,NA,NA,NA,NA,60.57175974,0.77,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2544,1,1,NA,NA,NA,NA,NA,60.57175974,0.77,0,1,0,0,0,0,1
North West,Cumbria,1,6,Spring,2017,2581,3,3,3,1,NA,NA,NA,60.7359441,0.54,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2581,3,3,1,NA,NA,NA,NA,60.7359441,0.54,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2019,2581,3,1,NA,NA,NA,NA,NA,60.7359441,0.54,0,1,1,0,0,1,1
East of England,NA,1,9,Autumn,2016,7352,2,3,NA,NA,NA,NA,NA,60.9332279,0.99,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,4084,1,2,NA,NA,NA,NA,NA,61.94755261,1.00,1,1,0,0,1,1,0
East of England,NA,1,9,Autumn,2016,7254,3,NA,NA,NA,NA,NA,NA,62.25783603,0.84,0,1,0,0,1,0,0
South East,Oxford,1,6,Spring,2018,2803,2,2,2,NA,NA,NA,NA,62.25834772,0.65,0,1,0,0,1,0,1
South East,Oxford,1,5,Spring,2019,2803,2,2,NA,NA,NA,NA,NA,62.25834772,0.65,0,1,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,7392,2,3,NA,NA,NA,NA,NA,62.63496286,0.98,1,1,0,0,1,0,0
South East,Oxford,1,3,Spring,2015,2619,5,5,2,NA,2,4,NA,62.66892936,0.85,1,1,0,1,1,0,1
South East,Oxford,1,4,Spring,2016,2619,2,2,NA,2,4,NA,NA,62.66892936,0.85,1,1,0,0,1,0,1
South East,Oxford,1,3,Spring,2018,2619,2,2,4,NA,NA,NA,NA,62.66892936,0.85,1,1,0,0,1,0,1
South East,Oxford,1,3,Spring,2019,2619,4,4,NA,NA,NA,NA,NA,62.66892936,0.85,1,1,0,1,1,0,1
East Midlands,East Midlands,1,9,Autumn,2016,834,5,5,5,NA,NA,NA,NA,62.80937141,0.99,1,1,0,0,1,0,1
East Midlands,East Midlands,1,12,Autumn,2017,834,5,5,NA,NA,NA,NA,NA,62.80937141,0.99,1,0,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2011,834,3,5,NA,NA,5,4,NA,62.80937141,0.99,1,0,0,0,1,1,1
East Midlands,East Midlands,1,3,Spring,2014,834,3,5,4,NA,4,3,4,62.80937141,0.99,1,1,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2015,834,4,4,NA,4,3,4,NA,62.80937141,0.99,1,1,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2017,834,4,4,3,4,NA,NA,NA,62.80937141,0.99,1,1,0,0,1,0,1
East Midlands,East Midlands,1,5,Spring,2018,834,4,3,4,NA,NA,NA,NA,62.80937141,0.99,1,0,0,0,1,0,1
East Midlands,East Midlands,1,4,Spring,2019,834,4,4,NA,NA,NA,NA,NA,62.80937141,0.99,1,0,0,0,1,0,1
North West,Cumbria,1,5,Spring,2017,2600,5,5,1,1,NA,NA,NA,63.98341987,0.99,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2600,1,1,1,NA,NA,NA,NA,63.98341987,0.99,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2600,1,1,NA,NA,NA,NA,NA,63.98341987,0.99,1,1,1,0,0,0,1
East of England,NA,1,3,Spring,2013,7067,1,5,5,1,NA,NA,NA,64.16780316,0.66,0,1,1,1,1,0,0
East of England,NA,1,3,Spring,2014,7067,3,5,1,NA,NA,NA,NA,64.16780316,0.66,0,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7067,3,1,NA,NA,NA,NA,NA,64.16780316,0.66,0,1,1,1,1,0,0
North West,Cumbria,1,4,Spring,2017,2562,3,3,2,3,NA,NA,NA,64.35108435,0.40,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2562,2,2,3,NA,NA,NA,NA,64.35108435,0.40,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2562,3,3,NA,NA,NA,NA,NA,64.35108435,0.40,0,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2017,2572,2,2,2,1,NA,NA,NA,64.46392569,0.91,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2572,2,2,1,NA,NA,NA,NA,64.46392569,0.91,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2572,3,1,NA,NA,NA,NA,NA,64.46392569,0.91,0,1,1,0,0,0,1
South East,NA,1,3,Spring,2015,7230,5,5,5,NA,NA,NA,NA,64.50320289,0.26,1,1,0,0,1,0,0
South East,NA,1,3,Spring,2016,7230,0,5,NA,NA,NA,NA,NA,64.50320289,0.26,1,1,0,0,1,0,0
Wales,NA,1,9,Autumn,2014,7191,0,1,NA,NA,NA,NA,NA,65.54205053,0.39,1,1,1,1,1,0,0
Wales,NA,1,3,Spring,2015,7191,3,1,NA,NA,NA,NA,NA,65.54205053,0.39,1,1,1,1,1,0,0
East of England,NA,1,9,Autumn,2016,7318,1,1,NA,NA,NA,NA,NA,65.61880363,0.99,1,0,1,0,1,0,0
North West,Cumbria,1,3,Spring,2015,2588,3,3,NA,3,3,1,NA,65.86599228,1.05,1,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2017,2588,4,3,3,1,NA,NA,NA,65.86599228,1.05,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2588,4,3,1,NA,NA,NA,NA,65.86599228,1.05,0,1,1,0,0,0,1
North West,Cumbria,1,3,Spring,2019,2588,1,1,NA,NA,NA,NA,NA,65.86599228,1.05,1,1,1,0,0,0,1
